name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff
A1BG,0,7,3,2.998811e+00,9.155249e+01,2.290818e-06,9.903379e-06
ANXA7,0,102,3,2.995735e+00,9.359927e+01,8.273855e-05,9.112199e-05
CDKN1A,0,182,2,1.991675e+00,4.420494e+02,2.765161e-03,2.988671e-03
GRB7,0,42,3,2.998127e+00,9.292377e+01,3.770380e-05,7.761608e-05
SMN1,0,152,3,2.999001e+00,9.405291e+01,5.778780e-05,1.309949e-04
SNCA,0,65,3,2.996763e+00,9.313312e+01,1.021930e-04,1.862447e-04
TK1,0,163,3,2.996335e+00,9.459753e+01,1.060575e-04,1.292775e-04
CRISP3,0,1,4,3.998811e+00,6.179344e+01,2.691639e-08,1.688649e-08
A2M,0,74,2,1.979525e+00,3.926290e+02,1.399384e-02,4.223574e-03
AMBP,0,14,3,2.997383e+00,9.232600e+01,3.147638e-05,3.489708e-05
ANXA6,0,81,3,2.994745e+00,9.328587e+01,2.832436e-04,4.040119e-04
APOE,0,36,3,2.997893e+00,9.238107e+01,8.004867e-05,6.707037e-05
APP,0,142,3,2.997180e+00,9.484346e+01,3.012350e-04,1.985119e-04
KLK3,0,22,3,2.996603e+00,9.239379e+01,8.413893e-05,6.035626e-05
B2M,0,27,3,2.998042e+00,9.229997e+01,3.653994e-05,4.425069e-05
CDC42,0,202,3,2.993395e+00,9.499035e+01,1.190423e-03,2.663881e-04
FARSA,0,7,3,2.997075e+00,9.118858e+01,2.523093e-05,1.204407e-05
GCDH,0,28,3,2.997844e+00,9.235080e+01,3.210449e-05,3.828411e-05
GEM,0,50,2,1.969697e+00,4.419892e+02,2.695306e-03,3.875141e-03
GRB2,0,870,2,1.993034e+00,5.897533e+02,1.322044e-02,3.754282e-03
H2AFX,0,142,3,2.994325e+00,9.332477e+01,2.590596e-04,6.118337e-04
HMOX2,0,39,3,2.992249e+00,9.304846e+01,1.434795e-04,5.912864e-05
HSPA5,0,211,2,1.985628e+00,5.487692e+02,2.521694e-03,4.351465e-03
IFIT3,0,17,3,2.988893e+00,9.172173e+01,6.443291e-05,2.366701e-05
IL1B,0,14,3,2.990574e+00,9.187332e+01,1.059371e-04,5.342421e-05
IL4,0,10,3,2.984711e+00,9.134836e+01,1.970240e-04,3.518734e-05
IL10,0,7,3,2.989884e+00,9.172864e+01,5.192361e-05,5.172602e-05
KLK2,0,13,3,2.997869e+00,9.180397e+01,2.593195e-05,1.884954e-05
LCAT,0,13,3,2.997703e+00,9.180142e+01,3.133605e-05,2.511122e-05
LEP,0,10,3,2.996920e+00,9.178688e+01,2.690198e-05,1.921296e-05
LRP1,0,69,2,1.978041e+00,3.926309e+02,1.401006e-02,4.291823e-03
MMP2,0,39,3,2.997129e+00,9.247104e+01,1.235159e-04,5.393539e-05
MYOC,0,37,2,1.959050e+00,4.730208e+02,1.320825e-03,3.230958e-03
NGF,0,12,3,2.997315e+00,9.166820e+01,2.741034e-05,2.001233e-05
NOS3,0,60,3,2.998303e+00,9.284188e+01,5.075111e-05,9.823667e-05
PAEP,0,13,3,2.998146e+00,9.194464e+01,2.829897e-05,2.067063e-05
PDGFA,0,11,3,2.962248e+00,9.190698e+01,4.973762e-04,7.274663e-05
PDGFB,1,15,1,-5.151515e-01,4.751806e+02,7.945384e-01,9.557463e-01
RAD23A,0,47,3,2.997271e+00,9.300241e+01,9.883610e-05,1.028277e-04
RAP1B,0,32,3,2.996406e+00,9.245984e+01,7.177875e-05,9.891616e-05
RHEB,0,20,3,2.996317e+00,9.262144e+01,5.640421e-05,4.866570e-05
SHBG,0,51,3,2.998828e+00,9.272356e+01,3.676209e-05,5.272978e-05
PRDX2,0,30,3,2.996403e+00,9.205454e+01,5.581806e-05,3.198015e-05
TGFBI,0,11,3,2.993115e+00,9.139673e+01,8.463765e-05,3.294573e-05
TGIF1,0,28,3,2.993799e+00,9.252391e+01,9.059915e-05,1.417218e-04
TTR,0,54,3,2.997518e+00,9.308022e+01,1.063550e-04,7.961279e-05
UFD1L,0,27,3,2.999242e+00,9.171155e+01,2.728434e-05,1.389303e-05
UMPS,0,8,3,2.997441e+00,9.120181e+01,2.532453e-05,1.177139e-05
ADAM19,0,13,3,2.991986e+00,9.199452e+01,3.595034e-05,6.410511e-05
TNFRSF14,0,75,3,2.993559e+00,9.312419e+01,9.060853e-05,1.535575e-04
TSC22D1,0,144,3,2.995101e+00,9.393136e+01,1.345217e-04,1.704456e-04
LONP1,0,17,3,2.998796e+00,9.160735e+01,2.757310e-05,1.709160e-05
ADAMTS1,0,5,3,2.995905e+00,9.112335e+01,2.601761e-05,1.121303e-05
PAXIP1,0,28,3,2.996592e+00,9.211864e+01,5.097327e-05,4.105684e-05
MAST1,0,35,3,2.997683e+00,9.209999e+01,4.238312e-05,2.419047e-05
NCDN,0,8,3,2.991304e+00,9.195465e+01,6.617391e-05,6.056677e-05
SEPT8,0,13,3,2.998425e+00,9.120169e+01,2.599596e-05,1.157635e-05
IFIT5,0,11,3,2.978434e+00,9.173588e+01,4.416294e-05,2.095210e-05
KLK13,0,3,3,2.993175e+00,9.104801e+01,2.485337e-05,1.108179e-05
EXOSC1,0,28,3,2.995235e+00,9.222722e+01,4.880690e-05,4.853316e-05
ECSIT,0,41,3,2.997899e+00,9.243546e+01,5.170613e-05,3.620050e-05
ATF7IP,0,79,3,2.996492e+00,9.311456e+01,1.516825e-04,1.412000e-04
MLST8,0,11,3,2.997672e+00,9.156779e+01,2.606888e-05,2.011027e-05
PRAM1,0,16,3,2.998090e+00,9.174293e+01,3.252898e-05,3.030992e-05
NAT2,0,1,4,3.997411e+00,6.235224e+01,1.090690e-07,1.244032e-07
NAA10,0,24,3,2.997411e+00,9.280169e+01,3.179941e-05,6.835032e-05
SERPINA3,0,19,3,2.999340e+00,9.194297e+01,1.553441e-05,1.963496e-05
CMA1,0,8,4,3.998661e+00,6.312612e+01,5.876430e-07,3.173431e-07
CTRB1,0,5,3,2.995190e+00,9.149079e+01,3.129906e-06,9.724083e-06
CTRL,0,2,4,3.997486e+00,6.249849e+01,2.180093e-07,3.809426e-07
CTSG,0,26,3,2.996284e+00,9.228666e+01,7.468029e-05,4.004128e-05
CELA1,0,6,3,2.996587e+00,9.109034e+01,2.515431e-05,1.119704e-05
ELANE,0,30,3,2.998193e+00,9.159693e+01,7.137788e-05,2.314212e-05
ERBB2,0,133,3,2.997707e+00,9.422117e+01,1.153228e-04,1.728214e-04
F5,0,12,3,2.998468e+00,9.122970e+01,2.554532e-05,2.684583e-05
HOXB1,0,10,3,2.995613e+00,9.174356e+01,2.710949e-05,4.207874e-05
MMP1,0,23,3,2.996471e+00,9.209061e+01,3.170804e-05,4.319104e-05
MST1,0,4,4,3.998334e+00,6.260586e+01,4.127732e-07,1.897413e-07
POLA1,0,43,3,2.999227e+00,9.262711e+01,2.391159e-05,4.009046e-05
RELA,0,290,2,1.987454e+00,5.025736e+02,2.976890e-02,6.157524e-03
ADAMTS4,0,7,4,3.996447e+00,6.361999e+01,9.044707e-07,5.854066e-07
DNAJC1,0,7,3,2.992090e+00,9.180536e+01,6.038888e-06,4.393403e-05
AAMP,0,9,3,2.996259e+00,9.159233e+01,1.924456e-05,1.266446e-05
IRAK1,0,69,3,2.993351e+00,9.302309e+01,1.760939e-04,2.420983e-04
VPS52,0,45,2,1.966330e+00,4.174255e+02,6.316797e-03,4.325210e-03
BHLHE40,0,41,3,2.998133e+00,9.284885e+01,2.437028e-05,6.872135e-05
TH1L,0,39,3,2.994790e+00,9.231657e+01,2.211779e-05,8.701219e-05
C11orf57,0,13,3,2.996172e+00,9.154039e+01,2.759632e-05,2.149933e-05
AEN,0,38,3,2.995260e+00,9.210003e+01,8.509678e-05,1.118973e-04
MAP1LC3B,0,91,3,2.995583e+00,9.320368e+01,2.500852e-04,8.671428e-05
AANAT,0,8,3,2.996281e+00,9.192804e+01,1.035404e-05,3.097706e-05
ASMT,0,23,4,3.999754e+00,6.314190e+01,2.162853e-07,1.819461e-07
F2,0,43,3,2.999036e+00,9.215895e+01,4.456626e-05,1.889964e-05
MDFI,0,264,2,1.994261e+00,3.926970e+02,1.499721e-02,2.876883e-03
PRKACA,0,338,2,1.995511e+00,4.985603e+02,1.851313e-03,1.663788e-03
PRKACB,0,159,2,1.990458e+00,4.984851e+02,1.482167e-03,2.294424e-03
PRKACG,0,152,2,1.990018e+00,4.984790e+02,1.479329e-03,2.333907e-03
YWHAZ,0,500,3,2.994108e+00,9.832332e+01,9.899778e-04,6.658036e-04
AARS,0,4,3,2.995221e+00,9.174478e+01,2.393982e-06,1.801359e-05
EEF1B2,0,90,3,2.994195e+00,9.317549e+01,2.764592e-04,4.575349e-04
ETS1,0,104,2,1.985411e+00,4.984538e+02,1.247428e-03,2.622715e-03
HSP90AB1,0,335,2,1.995471e+00,4.985165e+02,1.519074e-03,2.439499e-03
ABAT,0,16,4,3.999714e+00,6.410942e+01,2.893556e-07,3.322321e-07
ALDH1A1,0,38,4,3.999091e+00,6.385440e+01,3.125305e-06,6.003270e-07
ALDH2,0,51,3,2.999213e+00,9.242510e+01,8.229458e-06,1.791164e-05
ALDH3A1,0,43,4,3.999177e+00,6.434927e+01,3.217492e-06,6.681135e-07
ALDH1B1,0,39,4,3.998968e+00,6.539794e+01,3.297672e-06,1.750863e-06
ALDH1A3,0,43,4,3.999177e+00,6.434927e+01,3.217492e-06,6.681135e-07
ALDH3B1,0,52,3,2.999627e+00,9.206189e+01,1.408499e-05,2.519442e-05
ALDH3B2,0,43,4,3.999177e+00,6.434927e+01,3.217492e-06,6.681135e-07
ALDH9A1,0,48,3,2.999891e+00,9.208165e+01,4.100952e-06,7.541203e-06
ALDH3A2,0,42,4,3.998410e+00,6.541842e+01,4.115242e-06,1.956509e-06
ALDH7A1,0,41,4,3.998991e+00,6.436937e+01,3.275349e-06,8.232208e-07
ALDH6A1,0,41,4,3.999484e+00,6.478038e+01,6.437330e-07,9.447711e-07
ALDH5A1,0,35,3,2.999771e+00,9.212239e+01,1.924991e-06,8.336593e-06
ALDH4A1,0,44,4,3.999155e+00,6.414589e+01,3.312594e-06,6.954840e-07
ALDH1A2,0,38,4,3.999069e+00,6.421004e+01,3.153566e-06,6.641486e-07
ABCA1,0,37,3,2.997081e+00,9.249112e+01,4.162817e-05,5.685980e-05
AOX1,0,20,4,3.998736e+00,6.337592e+01,2.957969e-06,4.222901e-07
APOA1,0,77,3,2.999499e+00,9.307991e+01,1.055279e-05,2.561258e-05
LIMK1,0,26,3,2.998996e+00,9.220100e+01,1.647674e-05,2.687830e-05
LMO7,0,9,3,2.998080e+00,9.246789e+01,8.229047e-06,3.717241e-05
PDZK1,0,27,3,2.999522e+00,9.208611e+01,3.882281e-06,1.625484e-05
PLTP,0,5,3,2.997572e+00,9.170361e+01,1.462088e-06,8.127221e-06
SDHB,0,15,3,2.996729e+00,9.201234e+01,1.551095e-05,3.650987e-05
SNTA1,0,40,3,2.998209e+00,9.272232e+01,6.017714e-05,9.195120e-05
SNTB1,0,10,4,3.998017e+00,6.350301e+01,6.101397e-07,7.406642e-07
SNTB2,0,14,4,3.997597e+00,6.417773e+01,7.718193e-07,7.303199e-07
SREBF2,0,91,3,2.996377e+00,9.386930e+01,4.617378e-04,1.792046e-04
TIAM1,0,29,3,2.997562e+00,9.293696e+01,5.812364e-05,6.540119e-05
UGP1,0,1,4,3.997081e+00,6.219700e+01,9.497124e-08,1.018051e-07
UTRN,0,25,3,2.997785e+00,9.227685e+01,1.560634e-05,2.566475e-05
XPC,0,19,4,3.996482e+00,6.646481e+01,5.798657e-06,4.618314e-06
PDLIM4,0,5,4,3.996384e+00,6.432186e+01,4.026948e-07,7.569648e-07
FADD,0,53,2,1.971412e+00,4.730123e+02,1.493218e-03,3.345262e-03
MPDZ,0,30,4,3.997984e+00,6.610687e+01,4.721148e-06,1.739721e-06
LIN7A,0,21,3,2.996539e+00,9.221863e+01,1.492299e-05,2.732620e-05
DLG5,0,9,3,2.998397e+00,9.195803e+01,2.205568e-05,1.722304e-05
RIMS2,0,15,3,2.999536e+00,9.224896e+01,2.611304e-06,1.774635e-05
ARHGEF11,0,22,3,2.998034e+00,9.259347e+01,1.592221e-05,5.115818e-05
ARHGEF12,0,13,3,2.997208e+00,9.196910e+01,1.349017e-05,3.370235e-05
PDLIM3,0,2,4,3.998020e+00,6.261927e+01,1.098399e-07,1.659089e-07
SHANK1,0,22,3,2.997786e+00,9.237788e+01,3.213180e-05,4.404060e-05
MPP6,0,28,2,1.945813e+00,4.984185e+02,9.795289e-04,2.944793e-03
RAPGEF6,0,7,3,2.998527e+00,9.188127e+01,5.520029e-06,1.802392e-05
LIN7C,0,12,4,3.997527e+00,6.481201e+01,1.856672e-06,1.103523e-06
GOPC,0,53,3,2.998382e+00,9.271162e+01,8.925224e-04,4.837951e-05
LIN7B,0,11,4,3.998726e+00,6.403896e+01,7.727163e-07,5.334166e-07
ABCA2,0,4,3,2.988183e+00,9.167324e+01,3.489135e-04,2.651208e-05
SP1,0,323,2,1.990612e+00,5.050026e+02,1.596337e-02,4.271679e-03
SP3,0,73,3,2.997740e+00,9.312363e+01,1.145983e-04,1.530684e-04
CDK5RAP2,0,20,3,2.998394e+00,9.226414e+01,1.396661e-05,2.796153e-05
ABCB7,0,2,4,3.997164e+00,6.391547e+01,1.849078e-07,1.210684e-06
FECH,0,4,4,3.996713e+00,6.329995e+01,7.801978e-07,9.661546e-07
MYC,0,388,3,2.994327e+00,9.657575e+01,7.871908e-04,5.959389e-04
ABCF1,0,7,3,2.990466e+00,9.188764e+01,2.026532e-05,5.054367e-05
EIF6,0,112,2,1.986472e+00,4.804568e+02,1.160825e-03,2.651165e-03
PRKAB1,0,165,2,1.990817e+00,4.804709e+02,1.231593e-03,2.414829e-03
ITGB3BP,0,57,2,1.973382e+00,4.984403e+02,9.926281e-04,2.759244e-03
PINX1,0,100,3,2.992033e+00,9.280722e+01,2.002289e-04,3.648802e-04
LYAR,0,196,2,1.992270e+00,4.804301e+02,1.431551e-03,3.005732e-03
WNK1,0,183,3,2.993290e+00,9.447114e+01,4.015334e-04,2.457339e-04
ABL1,0,303,3,2.997989e+00,9.681083e+01,3.520474e-04,2.451007e-04
ABL2,0,29,3,2.995529e+00,9.304214e+01,1.187206e-04,8.862419e-05
ABR,0,3,4,3.998879e+00,6.412497e+01,3.025427e-07,5.275687e-07
ACTA1,0,124,3,2.998615e+00,9.444317e+01,1.893938e-04,1.013177e-04
BIN1,0,36,3,2.999547e+00,9.259762e+01,8.648022e-06,2.768188e-05
ANXA1,0,115,3,2.996296e+00,9.398049e+01,2.397164e-04,3.958248e-04
APBB1,0,28,3,2.995414e+00,9.271111e+01,5.396045e-05,7.623852e-05
AIRE,0,61,3,2.990811e+00,9.309017e+01,2.629925e-04,2.451058e-04
ATM,0,114,3,2.996521e+00,9.395734e+01,2.328118e-04,1.733024e-04
ATR,0,89,3,2.997218e+00,9.345437e+01,9.490591e-05,1.545982e-04
AXL,0,20,3,2.996801e+00,9.259105e+01,1.295989e-05,4.596188e-05
BCL2L1,0,85,2,1.982175e+00,4.420137e+02,2.738830e-03,3.517606e-03
HCN2,0,6,3,2.998839e+00,9.214022e+01,2.281431e-06,1.776929e-05
BCR,0,64,3,2.996132e+00,9.404201e+01,2.028300e-04,1.855052e-04
BMP8B,0,3,4,3.997880e+00,6.499766e+01,3.029622e-07,8.560533e-07
BRCA1,0,259,2,1.988292e+00,5.132655e+02,7.478849e-03,4.780934e-03
BRCA2,0,53,3,2.994439e+00,9.310707e+01,1.320589e-04,8.842275e-05
BTK,0,86,3,2.991128e+00,9.384291e+01,3.030756e-03,1.659877e-04
C3,0,32,3,2.999314e+00,9.170380e+01,3.156842e-05,1.260174e-05
C6,0,8,3,2.999129e+00,9.214193e+01,2.672490e-06,1.725166e-05
CAST,0,26,3,2.998543e+00,9.261268e+01,8.386914e-06,2.875410e-05
CASP9,0,43,3,2.989311e+00,9.254561e+01,1.821767e-04,1.590387e-04
CAT,0,29,3,2.999595e+00,9.197020e+01,4.039338e-06,9.889695e-06
CAV1,0,104,3,2.996800e+00,9.431656e+01,3.701382e-04,2.255497e-04
CBL,0,122,3,2.998155e+00,9.441398e+01,1.879730e-04,1.430677e-04
CCKBR,0,10,3,2.998129e+00,9.213271e+01,4.167134e-06,2.540674e-05
CD19,0,24,3,2.999274e+00,9.250107e+01,2.471287e-05,3.421821e-05
CDK1,0,290,2,1.994775e+00,3.836953e+02,1.539564e-02,2.872815e-03
LRBA,0,3,4,3.998283e+00,6.496751e+01,3.784152e-07,8.566122e-07
CDC27,0,41,3,2.999245e+00,9.290951e+01,1.782048e-05,4.647183e-05
FYB,0,19,3,2.997039e+00,9.201028e+01,9.793897e-06,2.147883e-05
FYN,0,338,3,2.997678e+00,9.690228e+01,7.429476e-04,1.887366e-04
XRCC6,0,128,3,2.996453e+00,9.427191e+01,2.148236e-04,2.202044e-04
GABBR1,0,18,3,2.982244e+00,9.263773e+01,3.038445e-05,3.549168e-05
GAD1,0,32,3,2.998949e+00,9.274527e+01,1.225345e-05,4.017633e-05
GNS,0,14,3,2.999502e+00,9.229238e+01,7.694136e-05,1.792938e-05
SFN,0,163,3,2.997667e+00,9.437088e+01,1.491550e-04,1.479185e-04
GPX1,0,21,4,3.998540e+00,6.611133e+01,1.924836e-06,1.911207e-06
GRB10,0,33,3,2.996702e+00,9.272689e+01,1.497610e-04,1.030796e-04
RAPGEF1,0,25,3,2.997066e+00,9.279526e+01,7.531708e-05,5.966004e-05
GRIN2D,0,34,3,2.996539e+00,9.265251e+01,3.976132e-05,7.616375e-05
GSTZ1,0,8,3,2.999129e+00,9.213600e+01,3.416165e-06,1.746039e-05
GTF3A,0,19,3,2.998824e+00,9.200849e+01,1.494485e-05,2.365595e-05
HCK,0,96,2,1.984217e+00,1.035903e+02,2.985829e-02,4.121175e-03
HEXA,0,17,3,2.959893e+00,6.565754e+01,6.206563e-03,2.551718e-05
HOXC8,0,16,3,2.999254e+00,9.248036e+01,9.664769e-06,2.785098e-05
INPPL1,0,38,3,2.999753e+00,9.255772e+01,1.054921e-05,1.926449e-05
ITGB2,0,70,3,2.993767e+00,9.314358e+01,1.090783e-04,8.988955e-05
JAK1,0,80,2,1.981061e+00,4.730331e+02,1.794455e-03,3.023584e-03
JAK2,0,108,2,1.969136e+00,4.763293e+02,4.467423e-02,6.807790e-03
JUN,0,305,2,1.995032e+00,3.795357e+02,1.440165e-02,3.102723e-03
KIT,0,66,3,2.996542e+00,9.340733e+01,1.417384e-04,1.311115e-04
LASP1,0,32,3,2.996860e+00,9.266898e+01,2.941949e-05,7.445221e-05
LGALS3,0,36,3,2.996947e+00,9.275645e+01,8.096737e-05,7.506529e-05
LIG3,0,21,3,2.997609e+00,9.256452e+01,1.350521e-05,5.183581e-05
PRICKLE3,0,8,3,2.999129e+00,9.225325e+01,2.668807e-06,1.837781e-05
LRP2,0,49,3,2.995688e+00,9.268301e+01,7.285559e-04,4.914854e-05
LTBP2,0,3,4,3.998556e+00,6.496134e+01,2.845498e-07,8.411499e-07
LYN,0,147,3,2.996738e+00,9.456995e+01,1.740090e-04,1.882733e-04
MAPT,0,72,3,2.996302e+00,9.355937e+01,7.144322e-05,1.900741e-04
MDM2,0,182,3,2.996706e+00,9.490970e+01,1.598757e-04,3.671567e-04
MDM4,0,38,3,2.995442e+00,9.309728e+01,8.197633e-05,1.487183e-04
MET,0,61,3,2.997467e+00,9.359710e+01,1.256363e-04,1.008723e-04
CTAGE5,0,12,3,2.992531e+00,9.208901e+01,2.209627e-05,4.569900e-05
MKI67,0,15,3,2.993575e+00,9.213688e+01,1.062920e-04,6.153094e-05
MUC1,0,28,3,2.997890e+00,9.276443e+01,4.109095e-05,7.315935e-05
MYOD1,0,82,3,2.996598e+00,9.334275e+01,1.406881e-04,2.273760e-04
NCK1,0,230,3,2.998277e+00,9.533556e+01,4.114774e-04,1.631176e-04
NEDD9,0,42,3,2.997642e+00,9.309962e+01,1.896025e-05,6.271043e-05
NFKBIA,0,127,2,1.988053e+00,4.984439e+02,1.347676e-03,2.967485e-03
NOTCH3,0,16,3,2.996107e+00,9.206605e+01,7.853759e-06,2.007468e-05
NTRK1,0,51,3,2.997022e+00,9.298380e+01,9.348418e-05,1.069695e-04
OGN,0,3,4,3.997832e+00,6.576128e+01,3.911317e-07,1.555325e-06
ORC1,0,42,3,2.997750e+00,9.279128e+01,6.003591e-05,1.056963e-04
P2RX7,0,8,3,2.997967e+00,9.212782e+01,7.552082e-06,2.792495e-05
PRDX1,0,40,3,2.996003e+00,9.296109e+01,9.473115e-05,7.628493e-05
PAK2,0,101,2,1.984978e+00,4.984634e+02,1.106358e-03,2.561249e-03
PAX3,0,23,3,2.998729e+00,9.263604e+01,2.898658e-05,5.237967e-05
PDGFRB,0,82,2,1.981523e+00,3.926392e+02,1.433390e-02,4.231249e-03
PIK3R1,0,244,3,2.996503e+00,9.613368e+01,9.726797e-04,2.734069e-04
PKD1,0,30,3,2.996684e+00,9.268894e+01,1.135636e-04,6.165699e-05
PLCG1,0,240,3,2.998131e+00,9.560226e+01,6.261058e-04,1.744431e-04
PLSCR1,0,112,3,2.997575e+00,9.420774e+01,8.477434e-05,8.984131e-05
POLD1,0,42,3,2.998884e+00,9.310152e+01,4.024137e-05,5.786365e-05
POLR2A,0,181,3,2.995943e+00,9.462915e+01,2.790250e-04,2.866497e-04
PPP3CA,0,37,3,2.999187e+00,9.289991e+01,2.108989e-05,4.617674e-05
PRKCD,0,180,3,2.996698e+00,9.513646e+01,4.102832e-04,2.519084e-04
PRKD1,0,52,3,2.996705e+00,9.318057e+01,8.174514e-05,1.113777e-04
PRKDC,0,148,2,1.979511e+00,5.487530e+02,2.608203e-03,4.909838e-03
PSMA7,0,71,3,2.997151e+00,9.316735e+01,3.326001e-05,1.418940e-04
PTPN1,0,71,3,2.996976e+00,9.350389e+01,1.499697e-04,1.841605e-04
PTPN4,0,16,3,2.997934e+00,9.253672e+01,7.802390e-06,4.180664e-05
PTPN6,0,104,2,1.985431e+00,4.730497e+02,1.411762e-03,2.806569e-03
PTPN12,0,62,3,2.997987e+00,9.317450e+01,9.300295e-05,9.891099e-05
PXN,0,101,3,2.997215e+00,9.410331e+01,1.006754e-04,1.660928e-04
RAD9A,0,32,3,2.998066e+00,9.237642e+01,3.163250e-05,7.126157e-05
RAD51,0,54,2,1.971942e+00,3.963167e+02,6.029239e-03,4.281447e-03
RAD52,0,16,3,2.995859e+00,9.195611e+01,2.849394e-05,5.402361e-05
RAN,0,160,3,2.996028e+00,9.435182e+01,3.543062e-04,4.452694e-04
RASA1,0,86,3,2.997169e+00,9.392847e+01,1.743818e-04,1.156046e-04
RB1,0,176,2,1.991391e+00,3.794736e+02,1.442229e-02,3.689338e-03
RFX1,0,17,3,2.998259e+00,9.230056e+01,7.917395e-06,2.515393e-05
ROBO1,0,11,3,2.994200e+00,9.194299e+01,1.857544e-05,2.791109e-05
ROS1,0,8,3,2.995609e+00,9.201838e+01,5.810405e-06,3.173270e-05
SH3BP2,0,21,3,2.998964e+00,9.257535e+01,1.375389e-05,3.557123e-05
SHC1,0,166,3,2.997159e+00,9.494506e+01,2.691112e-04,2.306566e-04
SLC9A2,0,9,3,2.997752e+00,9.207319e+01,3.596815e-06,1.097444e-05
SLC22A3,0,2,4,3.998133e+00,6.448064e+01,2.472214e-07,7.907203e-07
SOS1,0,78,3,2.997664e+00,9.375557e+01,1.043261e-04,1.242237e-04
SOS2,0,33,3,2.996870e+00,9.299008e+01,6.487749e-05,6.005168e-05
SPTA1,0,19,3,2.996631e+00,9.211470e+01,8.571508e-06,2.880220e-05
SPTAN1,0,75,2,1.979770e+00,4.984572e+02,1.092382e-03,2.729829e-03
SRC,0,439,3,2.997065e+00,9.839037e+01,6.100272e-04,4.173341e-04
ST5,0,4,3,2.998258e+00,9.213552e+01,2.438278e-06,1.758511e-05
STK3,0,38,3,2.998473e+00,9.235435e+01,1.506271e-05,3.043993e-05
STK4,0,36,3,2.995910e+00,9.265087e+01,3.411124e-05,5.770407e-05
CDKL5,0,3,3,2.997678e+00,9.200806e+01,2.159291e-06,1.700659e-05
TERF1,0,47,3,2.998549e+00,9.304636e+01,2.781679e-05,5.556036e-05
TERT,0,40,3,2.996075e+00,9.289503e+01,7.661946e-05,1.388796e-04
NKX2-1,0,24,3,2.997164e+00,9.263138e+01,5.526689e-05,9.145635e-05
TMPO,0,29,3,2.993834e+00,9.289443e+01,1.855798e-04,1.076130e-04
TOP1,0,192,2,1.992109e+00,4.804498e+02,1.356981e-03,2.926537e-03
TP53,0,448,3,2.995690e+00,9.785327e+01,9.627653e-04,5.600532e-04
TP73,0,85,3,2.997201e+00,9.363314e+01,1.091188e-04,1.600664e-04
TRAF6,0,420,2,1.994949e+00,3.825718e+02,2.415797e-02,3.272069e-03
TTK,0,16,3,2.994844e+00,9.222373e+01,3.640442e-05,7.532618e-05
TUB,0,10,3,2.993246e+00,9.247697e+01,1.172334e-04,4.987906e-05
VAV1,0,80,3,2.996016e+00,9.397414e+01,4.564019e-04,1.771725e-04
VPREB1,0,6,4,3.994865e+00,6.462133e+01,1.687685e-06,7.796158e-07
WAS,0,78,3,2.995817e+00,9.391781e+01,1.448109e-04,1.526884e-04
YWHAB,0,195,2,1.992230e+00,3.836353e+02,1.518222e-02,3.530654e-03
YWHAE,0,155,3,2.997020e+00,9.455479e+01,1.673575e-04,2.425347e-04
YWHAG,0,441,2,1.989688e+00,5.715235e+02,1.746029e-02,4.791632e-03
YWHAH,0,219,3,2.996984e+00,9.457822e+01,1.387124e-04,4.821520e-04
ZAP70,0,54,3,2.998196e+00,9.313085e+01,1.826410e-04,9.237874e-05
NCOA3,0,83,3,2.995087e+00,9.315841e+01,1.691364e-04,3.046960e-04
SORBS2,0,31,3,2.997027e+00,9.279713e+01,2.215303e-05,3.394736e-05
SEMA7A,0,5,3,2.998607e+00,9.206312e+01,2.313872e-06,1.724719e-05
CNTNAP1,0,17,3,2.997576e+00,9.258112e+01,2.796900e-05,4.552974e-05
CYP4F2,0,5,3,2.998607e+00,9.216231e+01,2.428460e-06,1.811307e-05
RGS20,0,49,3,2.987905e+00,9.297577e+01,8.524611e-04,9.547847e-05
TP63,0,55,3,2.998990e+00,9.322273e+01,2.285803e-05,6.387748e-05
CHRD,0,23,3,2.999064e+00,9.252775e+01,1.157640e-05,3.515568e-05
SNX3,0,17,3,2.995029e+00,9.260317e+01,2.029654e-05,7.647363e-05
ADAM15,0,41,3,2.998971e+00,9.331734e+01,5.192114e-05,3.878248e-05
SYNJ2,0,10,3,2.998538e+00,9.244888e+01,2.442944e-05,2.750190e-05
FAM127A,0,5,4,3.998236e+00,6.524091e+01,4.332327e-07,6.833901e-07
WASF1,0,29,3,2.997478e+00,9.286405e+01,3.127036e-05,5.487082e-05
WASL,0,35,3,2.999048e+00,9.284991e+01,1.111554e-05,4.854065e-05
PSTPIP1,0,64,2,1.976326e+00,4.804283e+02,1.160685e-03,3.029889e-03
NFS1,0,3,3,2.997678e+00,9.200806e+01,2.159291e-06,1.700659e-05
SLC24A1,0,6,3,2.998839e+00,9.211776e+01,2.655030e-06,1.773054e-05
DLGAP2,0,20,3,2.999410e+00,9.251802e+01,6.310217e-06,2.683840e-05
DLGAP1,0,29,3,2.999302e+00,9.281797e+01,5.897946e-06,3.269390e-05
MED14,0,59,3,2.999271e+00,9.308532e+01,1.272457e-05,4.950544e-05
AKAP6,0,12,3,2.999419e+00,9.241167e+01,3.608015e-06,1.892463e-05
BCAR1,0,68,3,2.995512e+00,9.380709e+01,3.927285e-04,1.246447e-04
GTF2IRD1,0,6,4,3.995547e+00,6.603471e+01,1.327311e-06,2.926960e-06
