name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff
FAM164C,0,23,3,2.997688e+00,9.234267e+01,1.776701e-05,5.155835e-05
FBXL18,0,32,3,2.996779e+00,9.278125e+01,3.832268e-05,9.824533e-05
ZNF614,0,3,3,2.995608e+00,9.103045e+01,6.666576e-06,1.039718e-05
NAA15,0,9,3,2.997335e+00,9.194353e+01,8.700388e-06,3.415235e-05
C17orf70,0,10,3,2.995097e+00,9.169245e+01,1.768679e-05,1.991791e-05
TXNDC5,0,21,3,2.997894e+00,9.189603e+01,1.775884e-05,3.693185e-05
FAM103A1,0,13,3,2.997686e+00,9.196508e+01,1.110356e-05,2.088752e-05
TRPT1,0,3,3,2.996552e+00,9.161395e+01,3.792149e-06,1.617198e-05
UTP23,0,12,3,2.997268e+00,9.161740e+01,1.887523e-05,4.443551e-05
MRPL45,0,80,3,2.999240e+00,9.225362e+01,1.340190e-05,5.078237e-05
PCGF1,0,11,3,2.996502e+00,9.198685e+01,1.729705e-05,4.033109e-05
ANKRD36BP1,0,22,3,2.998102e+00,9.229575e+01,1.764707e-05,5.081916e-05
C12orf52,0,8,3,2.986367e+00,9.159436e+01,5.434755e-05,3.953230e-05
FAM83A,0,3,3,2.998252e+00,9.132457e+01,3.158913e-06,8.738203e-06
C5orf30,0,5,3,2.995694e+00,9.170511e+01,1.308356e-05,2.632989e-05
L3MBTL4,0,4,3,2.996363e+00,9.141657e+01,1.211189e-05,1.825084e-05
ATPAF2,0,22,2,1.931129e+00,4.419728e+02,2.565301e-03,4.050364e-03
MRRF,0,6,3,2.995884e+00,9.188391e+01,4.887499e-06,1.711955e-05
MGC21881,0,10,3,2.997486e+00,9.161331e+01,1.818447e-05,3.501833e-05
SUMO1P1,0,30,3,2.998349e+00,9.220489e+01,1.908586e-05,5.685443e-05
C10orf62,0,12,3,2.998243e+00,9.166515e+01,1.691288e-05,3.501173e-05
FLJ38668,0,3,3,2.998252e+00,9.132736e+01,3.030707e-06,8.770924e-06
LOC729603,0,1,4,3.996502e+00,6.297921e+01,8.583220e-08,3.662616e-07
AREG,0,6,3,2.999123e+00,9.167920e+01,3.649477e-06,9.641620e-06
CCND3,0,41,3,2.996356e+00,9.256704e+01,3.668825e-05,7.131215e-05
MMP9,0,37,3,2.997398e+00,9.169213e+01,1.216581e-04,3.369146e-05
WT1,0,31,3,2.997473e+00,9.275185e+01,4.167370e-05,9.510048e-05
UBQLN4,0,160,3,2.996702e+00,9.477220e+01,1.887296e-04,9.237927e-05
RALA,0,36,3,2.995495e+00,9.241061e+01,5.245026e-05,7.770898e-05
MOGS,0,7,3,2.996065e+00,9.182827e+01,3.691692e-06,1.986111e-05
PIP5K1A,0,10,4,3.997247e+00,6.481805e+01,4.200314e-06,1.464454e-06
AP4M1,0,10,4,3.999278e+00,6.302190e+01,2.707296e-07,1.520005e-07
WBP11,0,150,3,2.999151e+00,9.383263e+01,5.991154e-05,1.727299e-04
NOA1,0,12,3,2.986645e+00,9.189209e+01,7.615278e-05,2.592570e-05
PLEKHA8,0,2,4,3.997578e+00,6.285808e+01,3.751304e-07,5.313043e-07
ARF3,0,11,4,3.994029e+00,6.490193e+01,2.812067e-06,1.817423e-06
ARF4,0,6,4,3.994178e+00,6.618802e+01,7.667478e-07,3.211710e-06
RAB11FIP3,0,9,4,3.998169e+00,6.359295e+01,1.055605e-06,6.736688e-07
ARL4D,0,21,3,2.995309e+00,9.242746e+01,1.545655e-05,3.790209e-05
PRKCSH,0,11,3,2.993686e+00,9.211005e+01,2.241091e-05,4.774401e-05
SNRPN,0,32,3,2.997810e+00,9.215075e+01,1.399075e-05,7.209052e-05
SNURF,0,33,3,2.998429e+00,9.244440e+01,1.642166e-05,5.661513e-05
CCDC102B,0,51,3,2.994681e+00,9.264782e+01,1.228886e-04,9.030535e-05
ATP6V1C1,0,2,4,3.996943e+00,6.305902e+01,1.137452e-06,5.712218e-07
BTF3,0,15,3,2.996229e+00,9.212787e+01,2.121383e-05,6.064357e-05
MAT2A,0,9,3,2.990706e+00,9.199674e+01,1.192228e-04,5.711251e-05
MCM3,0,50,3,2.996192e+00,9.308172e+01,7.034150e-05,1.156306e-04
SEPT2,0,27,3,2.996470e+00,9.241550e+01,9.195189e-05,6.221889e-05
OAT,0,20,3,2.996815e+00,9.232554e+01,3.805284e-05,5.897101e-05
PFDN2,0,27,3,2.993770e+00,9.237057e+01,3.316892e-05,1.089256e-04
PGD,0,13,3,2.996320e+00,9.214592e+01,5.740596e-05,5.455164e-05
PLS1,0,1,4,3.997758e+00,6.264830e+01,3.567155e-08,2.801935e-07
PSMD8,0,51,3,2.998413e+00,9.272137e+01,2.239537e-05,8.835811e-05
RGS10,0,12,3,2.995542e+00,9.202355e+01,6.722093e-06,4.406227e-05
RPN2,0,29,3,2.995670e+00,9.229156e+01,1.186996e-04,7.794043e-05
SEC13,0,23,3,2.997902e+00,9.220804e+01,6.609748e-06,3.242921e-05
SLC3A2,0,22,3,2.992214e+00,9.225097e+01,3.254637e-04,1.113264e-04
SNRPA1,0,189,3,2.998137e+00,9.396852e+01,2.079432e-04,2.864532e-04
TALDO1,0,16,3,2.996436e+00,9.206761e+01,2.072705e-05,6.158629e-05
TARS,0,90,3,2.994417e+00,9.268591e+01,7.303467e-05,4.786482e-04
UQCRC2,0,77,3,2.999932e+00,9.228075e+01,1.828841e-06,7.797923e-06
YARS,0,9,3,2.995510e+00,9.194828e+01,1.739059e-05,4.639915e-05
USO1,0,32,3,2.997751e+00,9.254525e+01,4.867897e-05,5.215466e-05
EIF3G,0,28,3,2.997074e+00,9.230370e+01,1.890275e-05,4.137929e-05
PABPC4,0,20,3,2.998703e+00,9.249403e+01,2.061064e-05,4.651514e-05
AIMP1,0,21,3,2.991864e+00,9.211746e+01,7.793974e-05,1.024988e-04
NPEPPS,0,12,3,2.996737e+00,9.194542e+01,1.183935e-05,4.018942e-05
EEF1E1,0,16,3,2.993373e+00,9.192324e+01,1.846562e-05,3.889377e-05
COPS4,0,28,3,2.998053e+00,9.243105e+01,4.458463e-05,3.530215e-05
IPO11,0,11,3,2.991482e+00,9.189834e+01,1.314629e-04,6.175740e-05
TRMT112,0,13,3,2.997060e+00,9.205925e+01,1.879236e-05,5.347359e-05
PCBP3,0,7,3,2.999119e+00,9.173333e+01,9.577016e-07,8.438836e-06
HEATR2,0,17,3,2.993071e+00,9.183031e+01,1.579420e-04,6.637433e-05
RCC2,0,13,3,2.994649e+00,9.229582e+01,3.515122e-05,6.800301e-05
NCLN,0,6,4,3.997023e+00,6.402203e+01,9.207828e-07,9.766640e-07
CCDC47,0,8,3,2.994577e+00,9.190602e+01,4.923242e-05,3.686498e-05
XPO5,0,23,3,2.993336e+00,9.244846e+01,1.295495e-04,1.141912e-04
SRPRB,0,22,3,2.993147e+00,9.231132e+01,1.973505e-04,7.392643e-05
C6orf211,0,5,3,2.997481e+00,9.182619e+01,7.508258e-06,2.057114e-05
QTRT1,0,8,4,3.994170e+00,6.637988e+01,1.653400e-06,2.340543e-06
EPPK1,0,24,2,1.936869e+00,4.730132e+02,1.334258e-03,3.422473e-03
ARG1,0,9,4,3.995035e+00,6.316288e+01,9.670293e-07,4.568334e-07
ARG2,0,5,4,3.992476e+00,6.222526e+01,8.497263e-07,1.240182e-07
NOS1,0,50,3,2.997437e+00,9.269030e+01,2.904732e-05,9.533578e-05
OTC,0,5,4,3.999280e+00,6.256864e+01,2.014767e-07,1.360219e-07
USP53,0,20,3,2.999113e+00,9.218985e+01,4.795846e-06,3.294055e-05
AGMAT,0,3,4,3.988522e+00,6.175221e+01,6.795982e-07,1.876420e-08
ARHGAP1,0,22,3,2.996922e+00,9.253075e+01,3.228299e-05,5.380716e-05
ARHGAP5,0,13,3,2.996371e+00,9.188415e+01,3.822666e-05,3.229511e-05
ARHGDIB,0,13,3,2.996027e+00,9.218956e+01,2.821658e-05,3.902515e-05
ARHGDIG,0,8,3,2.985753e+00,9.190703e+01,2.319545e-04,3.991572e-05
RHOH,0,11,3,2.994985e+00,9.183135e+01,1.279809e-05,2.808857e-05
MCF2,0,20,3,2.992223e+00,9.239184e+01,2.180155e-04,4.834247e-05
PPP1R12A,0,22,3,2.995892e+00,9.250667e+01,4.484794e-05,1.031893e-04
OPHN1,0,3,3,2.988589e+00,9.183645e+01,2.497984e-05,2.796596e-05
PRKG1,0,52,3,2.997759e+00,9.281951e+01,4.603529e-05,7.095035e-05
RAP1GDS1,0,13,3,2.994378e+00,9.215881e+01,5.370771e-05,4.999260e-05
RASGRF1,0,18,3,2.994698e+00,9.266589e+01,7.037830e-05,7.770782e-05
RTKN,0,9,3,2.996196e+00,9.203932e+01,2.665912e-05,2.820876e-05
TRPC1,0,21,3,2.998461e+00,9.199090e+01,1.332745e-05,2.677575e-05
VAV2,0,22,3,2.993663e+00,9.253462e+01,2.593929e-04,6.891854e-05
ARHGEF5,0,9,3,2.993528e+00,9.213655e+01,5.276883e-05,4.738312e-05
ARHGEF1,0,25,3,2.995635e+00,9.225037e+01,9.411340e-05,7.314002e-05
ARHGEF2,0,22,3,2.995269e+00,9.290769e+01,6.839886e-05,1.004946e-04
PITPNM1,0,6,3,2.992957e+00,9.185404e+01,2.179585e-05,4.202514e-05
FAM65B,0,7,3,2.994729e+00,9.216993e+01,1.062553e-05,3.792568e-05
DEF6,0,18,3,2.986467e+00,9.224463e+01,7.716713e-05,6.698790e-05
GMIP,0,2,3,2.971558e+00,9.155682e+01,1.148067e-05,2.829435e-05
RIPK4,0,3,3,2.991139e+00,9.164663e+01,4.887294e-06,1.867540e-05
RGNEF,0,4,3,2.993355e+00,9.166086e+01,4.823127e-06,1.922258e-05
PLEKHG2,0,4,3,2.991442e+00,9.185341e+01,2.503016e-05,2.797631e-05
ARHGAP10,0,5,3,2.991679e+00,9.189427e+01,6.533751e-06,2.638209e-05
RHPN2,0,14,3,2.996172e+00,9.224727e+01,1.529665e-05,3.880976e-05
RHOB,0,26,3,2.997688e+00,9.208603e+01,1.347673e-05,2.690737e-05
NEK2,0,24,3,2.998829e+00,9.221645e+01,1.167163e-04,3.515837e-05
NQO2,0,7,3,2.996303e+00,9.177277e+01,8.582789e-06,2.394130e-05
PGGT1B,0,1,4,3.997688e+00,6.201309e+01,3.911745e-08,4.702720e-08
TNFAIP1,0,14,3,2.988366e+00,9.151767e+01,3.796722e-05,5.174499e-05
PPIG,0,22,3,2.996132e+00,9.238109e+01,5.410460e-05,6.993532e-05
FBXO42,0,1,4,3.997688e+00,6.201309e+01,3.911745e-08,4.702720e-08
KCTD10,0,5,4,3.995968e+00,6.287577e+01,3.390148e-07,3.017183e-07
RHOC,0,13,3,2.995969e+00,9.204344e+01,2.032824e-05,4.715723e-05
RND3,0,6,4,3.996634e+00,6.365646e+01,8.470073e-07,7.042811e-07
RHOG,0,19,2,1.920255e+00,1.032219e+02,3.006149e-02,4.866416e-03
ELMO1,1,7,1,-5.151515e-01,1.079639e+02,7.935775e-01,9.946826e-01
ELMO2,0,2,3,2.920255e+00,6.434281e+01,4.134532e-04,2.427556e-05
BAI2,0,10,4,3.997123e+00,6.315123e+01,1.887910e-06,5.671591e-07
BNIP2,0,14,3,2.997996e+00,6.703418e+01,2.569035e-04,1.319560e-05
TAX1BP1,0,42,3,2.993736e+00,9.253571e+01,4.468370e-05,1.122839e-04
C15orf39,0,3,3,2.997694e+00,9.142170e+01,1.097370e-06,9.085479e-06
ARHGAP4,0,2,3,2.994775e+00,9.139201e+01,1.584897e-06,9.555020e-06
NRAS,0,22,3,2.991841e+00,9.217336e+01,5.026976e-05,4.951415e-05
PRKAR2A,0,48,3,2.996950e+00,9.278167e+01,1.277841e-04,6.632090e-05
RND2,0,7,3,2.983327e+00,9.178293e+01,1.048926e-05,9.653534e-06
BAK1,0,24,3,2.992500e+00,9.219048e+01,2.799300e-05,5.208479e-05
RAC2,0,19,3,2.987285e+00,9.224695e+01,3.224907e-05,3.789161e-05
SDHC,0,12,3,2.997618e+00,9.165004e+01,4.467350e-06,9.931531e-06
ST3GAL4,0,18,3,2.998412e+00,9.162531e+01,3.751029e-06,9.130814e-06
UBE2L6,0,32,3,2.998616e+00,9.208893e+01,1.968206e-05,2.804561e-05
HERPUD1,0,14,3,2.997958e+00,9.220555e+01,4.706556e-06,1.120524e-05
UFM1,0,15,3,2.996110e+00,9.201278e+01,7.458095e-06,3.234569e-05
UBE2R2,0,13,3,2.994765e+00,9.202050e+01,3.087297e-05,4.421597e-05
CUL3,0,112,3,2.996333e+00,9.308225e+01,5.553658e-05,4.211327e-04
KXD1,0,41,3,2.998237e+00,9.235576e+01,2.641102e-05,3.311191e-05
CEP170P1,0,21,3,2.996143e+00,9.196600e+01,1.756064e-05,2.103960e-05
ARL1,0,16,3,2.993901e+00,9.181685e+01,1.493339e-04,5.319933e-05
RIOK3,0,10,3,2.988774e+00,9.189297e+01,1.301877e-05,8.001776e-05
GCC2,0,4,4,3.996332e+00,6.360449e+01,1.379949e-06,6.567088e-07
BRF2,0,59,2,1.974319e+00,3.406756e+02,1.911023e-02,4.429239e-03
C20orf24,0,44,2,1.965565e+00,3.406686e+02,1.907022e-02,4.596923e-03
SCOC,0,6,3,2.995404e+00,9.177352e+01,9.910075e-06,2.596535e-05
CDK5RAP3,0,27,3,2.997675e+00,9.225049e+01,3.699352e-05,6.965287e-05
PHOX2A,0,11,3,2.997281e+00,9.182093e+01,2.865141e-05,4.646125e-05
SLC6A2,0,6,4,3.998102e+00,6.455128e+01,5.544514e-07,8.639967e-07
SP4,0,19,3,2.996608e+00,9.188136e+01,3.501389e-05,4.214676e-05
PHOX2B,0,1,4,3.997281e+00,6.190363e+01,2.223792e-07,8.411371e-08
HAND2,0,15,3,2.998181e+00,9.206419e+01,1.746651e-05,4.002031e-05
ARL2,0,10,4,3.995620e+00,6.434286e+01,9.605603e-06,1.006558e-06
PPP2R2C,0,15,3,2.992225e+00,9.196535e+01,1.313919e-05,2.134077e-05
PPP2R5D,0,19,3,2.997989e+00,9.190999e+01,5.558623e-06,1.650388e-05
TBCD,0,11,3,2.997740e+00,9.204105e+01,5.785624e-06,2.896574e-05
BSND,0,3,3,2.990647e+00,6.346468e+01,2.536354e-04,1.156515e-05
TBL1XR1,0,17,3,2.991256e+00,9.191589e+01,4.594768e-05,6.891868e-05
ARL3,0,14,3,2.999531e+00,9.183092e+01,1.308156e-05,1.102014e-05
RP2,0,2,4,3.997743e+00,6.293554e+01,1.028183e-06,2.215459e-07
RP1L1,0,4,3,2.998258e+00,9.201089e+01,2.278165e-06,1.682270e-05
PML,0,83,3,2.996223e+00,9.354622e+01,1.581414e-04,2.769982e-04
SIM1,0,3,3,2.995840e+00,9.173092e+01,1.711879e-06,1.488291e-05
SIM2,0,3,4,3.996532e+00,6.281507e+01,3.929548e-07,4.882389e-07
TAZ,0,5,4,3.997362e+00,6.399038e+01,5.739123e-07,1.091431e-06
TRIP11,0,9,3,2.997964e+00,9.197546e+01,1.236129e-05,2.465946e-05
ARNT2,0,7,3,2.997745e+00,9.140253e+01,9.308892e-06,1.159337e-05
AHRR,0,1,4,3.996781e+00,6.223805e+01,1.894514e-07,2.030430e-07
NPAS2,0,13,3,2.993313e+00,9.194700e+01,8.561942e-04,6.149122e-05
SERPINE1,0,30,3,2.998955e+00,9.256931e+01,3.849277e-05,2.761831e-05
PER3,0,10,3,2.999061e+00,9.174088e+01,7.231590e-06,1.471848e-05
CAPNS1,0,16,3,2.998924e+00,9.185699e+01,4.159509e-06,1.053413e-05
PTAFR,0,5,3,2.991885e+00,9.169526e+01,6.219159e-05,3.478047e-05
RNASE6,0,1,4,3.997359e+00,6.211440e+01,1.293560e-07,1.184979e-07
AP3B2,0,20,3,2.996787e+00,9.210411e+01,1.333220e-05,4.083707e-05
ITCH,0,40,3,2.996198e+00,9.275433e+01,3.862820e-05,1.101287e-04
ZNF496,0,17,3,2.998994e+00,9.190234e+01,9.837353e-06,1.615328e-05
OPN4,0,1,4,3.997359e+00,6.211440e+01,1.293560e-07,1.184979e-07
BMPR2,0,48,3,2.997104e+00,9.266528e+01,2.962376e-05,7.513147e-05
C5AR1,0,11,3,2.996156e+00,9.212358e+01,3.390933e-05,4.949409e-05
CALD1,0,11,3,2.989779e+00,9.235372e+01,3.634866e-05,1.050189e-04
MAP1B,0,43,3,2.996072e+00,9.284146e+01,7.092511e-05,1.307346e-04
MATN2,0,15,3,2.996817e+00,9.184347e+01,5.290757e-05,1.966269e-05
MT1A,0,4,3,2.998587e+00,9.164919e+01,1.149948e-06,8.918105e-06
MYBPC1,0,4,3,2.998587e+00,9.146358e+01,1.047418e-06,8.260622e-06
MYH1,0,10,3,2.995739e+00,9.165276e+01,1.355924e-05,2.843910e-05
MYO1C,0,20,3,2.987361e+00,9.235864e+01,1.534319e-04,1.526416e-04
NDUFS1,0,58,3,2.999812e+00,9.222648e+01,2.739952e-06,1.594218e-05
P4HB,0,38,3,2.996412e+00,9.295087e+01,7.384814e-05,7.942118e-05
PIK3C2A,0,16,3,2.998713e+00,9.185315e+01,1.635036e-05,3.458170e-05
POLR2E,0,58,3,2.995056e+00,9.265741e+01,9.088431e-04,1.736893e-04
PTH1R,0,13,3,2.993674e+00,9.207336e+01,1.554566e-05,6.921152e-05
RAB1A,0,29,3,2.998936e+00,9.208205e+01,2.915280e-05,3.539186e-05
RALGDS,0,22,3,2.996973e+00,9.197603e+01,5.584590e-05,6.123698e-05
RGS3,0,21,3,2.998635e+00,9.230074e+01,1.840154e-05,3.634527e-05
S100A9,0,18,3,2.994078e+00,9.252773e+01,5.230013e-05,8.802512e-05
CCL14,0,6,3,2.999058e+00,9.152422e+01,1.634774e-05,8.282004e-06
SIPA1,0,4,3,2.998587e+00,9.150653e+01,8.547545e-07,7.916814e-06
SLC9A5,0,4,3,2.996158e+00,9.147009e+01,8.408031e-06,2.310331e-05
SNRPD1,0,152,3,2.998116e+00,9.346607e+01,1.763045e-04,2.728476e-04
SON,0,8,2,1.810606e+00,4.730018e+02,1.304641e-03,3.509642e-03
TRHR,0,3,3,2.998115e+00,9.144314e+01,1.419025e-06,8.171358e-06
TUBA3C,0,41,2,1.926039e+00,5.487040e+02,2.363657e-03,6.271614e-03
TUBB2A,0,33,3,2.998684e+00,9.255314e+01,1.112456e-04,5.302899e-05
YY1,0,52,2,1.970822e+00,4.984232e+02,1.260140e-03,2.932807e-03
HIST1H4I,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H2AI,0,6,3,2.999058e+00,9.168516e+01,3.403976e-06,1.075139e-05
HIST1H2AK,0,8,3,2.999293e+00,9.191811e+01,3.477647e-06,1.106406e-05
HIST1H2AL,0,10,3,2.999435e+00,9.176782e+01,4.414239e-06,1.215447e-05
HIST1H2AM,0,6,3,2.999058e+00,9.168516e+01,3.403976e-06,1.075139e-05
HIST1H4A,0,43,2,1.929528e+00,4.828392e+02,7.086149e-03,7.603990e-03
HIST1H4D,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4F,0,78,2,1.961150e+00,4.828506e+02,7.128943e-03,7.029439e-03
HIST1H4K,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4J,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4C,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4H,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4B,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4E,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
HIST1H4L,0,40,2,1.924242e+00,4.828369e+02,7.085384e-03,7.661249e-03
HIST2H4A,0,49,2,1.938157e+00,4.828398e+02,7.092380e-03,7.506431e-03
GNPAT,0,5,3,2.998869e+00,9.154539e+01,1.168916e-06,8.219145e-06
DGKE,0,22,3,2.999302e+00,9.181318e+01,9.254019e-06,2.407982e-05
PTCH2,0,5,3,2.998869e+00,9.144603e+01,1.010682e-06,7.723123e-06
PRPF4B,0,168,3,2.998889e+00,9.376621e+01,9.893133e-05,2.300848e-04
HIST1H2AG,0,6,3,2.999058e+00,9.168516e+01,3.403976e-06,1.075139e-05
INA,0,7,3,2.998483e+00,9.161951e+01,7.372430e-06,1.778199e-05
ZRANB2,0,14,3,2.994739e+00,9.216170e+01,5.758486e-05,6.889069e-05
SDC3,0,24,3,2.997321e+00,9.242412e+01,2.336938e-05,7.146588e-05
BCLAF1,0,13,3,2.995656e+00,9.231520e+01,2.044716e-05,7.447157e-05
HDGFRP3,0,4,3,2.993438e+00,9.156512e+01,3.322689e-05,2.228244e-05
KCTD3,0,4,3,2.998587e+00,9.157834e+01,9.895547e-07,7.980581e-06
LIMA1,0,12,3,2.995216e+00,9.238479e+01,1.858540e-05,8.344129e-05
NOP10,0,4,3,2.996158e+00,9.151038e+01,7.762515e-06,2.319726e-05
DNAH3,0,1,3,2.994346e+00,9.140364e+01,7.451545e-07,7.760936e-06
DDX27,0,6,3,2.994432e+00,9.182935e+01,1.408257e-05,4.956895e-05
BACH2,0,4,3,2.998587e+00,9.144825e+01,9.944231e-07,7.948206e-06
POLR1E,0,46,2,1.934078e+00,5.119236e+02,7.175562e-03,7.252690e-03
RNF135,0,4,3,2.997258e+00,9.155220e+01,4.152566e-06,1.604663e-05
DPY30,0,18,3,2.997207e+00,9.241756e+01,9.170673e-06,1.933455e-05
HDGFRP2,0,2,3,2.992317e+00,9.144893e+01,7.574719e-06,2.311739e-05
POTEKP,0,3,3,2.994878e+00,9.147263e+01,7.966338e-06,2.460452e-05
HIST2H4B,0,39,2,1.922300e+00,4.828366e+02,7.084932e-03,7.680446e-03
NKTR,0,5,3,2.995746e+00,9.166562e+01,2.506443e-05,3.438290e-05
NTS,0,9,3,2.998921e+00,9.156579e+01,1.021064e-05,1.540894e-05
NTSR1,0,2,3,2.995144e+00,9.145247e+01,6.919620e-06,1.539845e-05
OXTR,0,5,3,2.998057e+00,9.152475e+01,7.008076e-06,1.535029e-05
PHKA2,0,3,3,2.996762e+00,9.162157e+01,9.149740e-06,1.616162e-05
PTBP1,0,46,3,2.997467e+00,9.272530e+01,3.097590e-05,1.279880e-04
RAB5C,0,16,3,2.997963e+00,9.209588e+01,2.382836e-05,5.228991e-05
RANGAP1,0,19,3,2.993890e+00,9.226828e+01,4.855557e-05,1.144584e-04
SDHA,0,12,3,2.997705e+00,9.191771e+01,1.516352e-05,4.126498e-05
SNRPD2,0,155,3,2.997942e+00,9.361500e+01,1.861573e-04,2.983864e-04
TGFBR3,0,11,3,2.999117e+00,9.165344e+01,9.459613e-06,1.572868e-05
TRH,0,6,3,2.992942e+00,9.189049e+01,3.429497e-05,4.226673e-05
KCNAB1,0,7,3,2.998612e+00,9.157478e+01,7.111650e-06,1.556842e-05
CUL5,0,108,3,2.995994e+00,9.318422e+01,8.606639e-05,4.423959e-04
FZD4,0,9,3,2.998921e+00,9.178444e+01,3.226195e-05,1.615387e-05
CSDA,0,18,3,2.988402e+00,9.204561e+01,4.537986e-05,1.251667e-04
STC2,0,14,3,2.997993e+00,9.174869e+01,3.317373e-05,4.224551e-05
CDK13,0,3,3,2.996762e+00,9.150561e+01,7.907635e-06,1.585374e-05
BSN,0,6,3,2.998381e+00,9.153717e+01,6.894733e-06,1.535504e-05
ARHGEF6,0,24,3,2.998540e+00,9.257432e+01,1.704924e-05,4.413859e-05
UBR5,0,31,3,2.996562e+00,9.253279e+01,5.813447e-05,9.335166e-05
TUBA8,0,7,3,2.997353e+00,9.208922e+01,9.329513e-06,3.149144e-05
NSUN2,0,2,3,2.995144e+00,9.146052e+01,7.306688e-06,1.564469e-05
MOB1A,0,25,3,2.997404e+00,9.201813e+01,3.454319e-05,5.464834e-05
C17orf79,0,27,3,2.954269e+00,9.171244e+01,4.286535e-04,4.089079e-04
VPS35,0,16,3,2.996637e+00,9.208992e+01,4.192392e-05,5.800305e-05
PAK7,0,31,3,2.993851e+00,9.244026e+01,6.724751e-05,5.736536e-05
TRPV4,0,16,3,2.995582e+00,9.247806e+01,5.528420e-05,6.442830e-05
MRPL44,0,93,3,2.999084e+00,9.292108e+01,2.710347e-05,7.976366e-05
WDR26,0,11,3,2.999117e+00,9.172248e+01,7.397946e-06,1.876128e-05
ARPC5L,0,4,3,2.997572e+00,9.146526e+01,7.061659e-06,1.541832e-05
POLR1B,0,37,2,1.958993e+00,4.984143e+02,1.059942e-03,3.114176e-03
MRPL43,0,80,3,2.999119e+00,9.223128e+01,2.068549e-05,6.512300e-05
LRP11,0,1,3,2.990287e+00,9.143247e+01,6.829565e-06,1.539844e-05
MYOCD,0,7,3,2.997756e+00,9.189563e+01,9.923521e-06,2.301231e-05
EIF2AK4,0,6,3,2.998381e+00,9.185432e+01,7.726599e-06,1.706605e-05
BOLA2,0,1,3,2.990287e+00,9.143247e+01,6.829565e-06,1.539844e-05
BOLA2B,0,1,3,2.990287e+00,9.143247e+01,6.829565e-06,1.539844e-05
ARSA,0,7,4,3.998740e+00,6.332386e+01,1.851445e-07,3.303960e-07
TRIP13,0,96,3,2.997194e+00,9.314362e+01,6.899151e-05,5.471167e-05
GAL3ST1,0,1,5,4.998740e+00,4.785641e+01,1.649606e-09,4.130550e-10
ARSB,0,8,4,3.988357e+00,6.238143e+01,7.461055e-05,1.092330e-07
NEU1,0,20,3,2.999818e+00,9.180414e+01,7.643786e-05,8.625412e-06
CTSA,0,19,4,3.994517e+00,6.315047e+01,7.583058e-05,3.296797e-07
STS,0,25,4,3.999868e+00,6.377129e+01,1.939913e-07,3.413084e-07
SULT1E1,0,21,3,2.999827e+00,9.209667e+01,3.583252e-06,1.013619e-05
SULT2B1,0,8,4,3.999283e+00,6.302329e+01,1.568072e-07,1.484057e-07
SULT2A1,0,2,5,4.999333e+00,4.861917e+01,3.289879e-09,8.182469e-10
UGT2B4,0,21,4,3.999968e+00,6.239925e+01,1.401311e-08,3.310607e-08
UGT2B7,0,24,4,3.999562e+00,6.528521e+01,3.126572e-07,1.180265e-06
UGT2B17,0,22,4,3.999806e+00,6.277295e+01,1.269913e-07,2.965116e-07
HSD17B8,0,25,4,3.999830e+00,6.337803e+01,1.246939e-07,1.786395e-07
HSD17B7,0,24,4,3.999940e+00,6.279980e+01,6.478438e-08,8.630411e-08
UGT2B28,0,21,4,3.999968e+00,6.239925e+01,1.401311e-08,3.310607e-08
UGT1A10,0,24,4,3.999728e+00,6.293040e+01,3.269301e-07,4.117385e-07
UGT1A8,0,23,4,3.999716e+00,6.292030e+01,3.261024e-07,4.122307e-07
ARSE,0,4,4,3.995979e+00,6.268264e+01,6.037621e-07,3.521836e-07
NDN,0,25,3,2.988510e+00,9.236747e+01,1.015253e-04,8.548975e-05
COQ6,0,2,4,3.998063e+00,6.281160e+01,1.499147e-07,4.997347e-07
C19orf6,0,1,5,4.995979e+00,4.750798e+01,9.715133e-09,4.401492e-10
ART1,0,1,2,4.848485e-01,3.925900e+02,1.391189e-02,4.953418e-03
ARVCF,0,5,4,3.997613e+00,6.358533e+01,3.776975e-07,7.629284e-07
ASAH1,0,5,4,3.996589e+00,6.351220e+01,2.582554e-07,6.905507e-07
ASCL1,0,10,3,2.996813e+00,9.178908e+01,3.864814e-05,4.611126e-05
BMP2,0,19,4,3.997685e+00,6.408086e+01,3.232255e-06,9.325006e-07
NEUROG2,0,1,4,3.996813e+00,6.191188e+01,3.312741e-07,7.989583e-08
ASCL2,0,9,3,2.988533e+00,9.181056e+01,1.100970e-05,7.092679e-05
RBBP5,0,71,3,2.997085e+00,9.259814e+01,5.502278e-05,1.275579e-04
ASGR1,0,9,3,2.998613e+00,9.184424e+01,2.765316e-06,1.480676e-05
